Lid lag or xanthelasma or eyelid disorders NOS,Lid lag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lipogranulomatosis subcutanea of Rothmann and Makai,Erythema of skin,Erythematous condition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Livedo reticularis,Pale complexion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liver cyst,Mass of digestive structure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liver hematoma,Mass of digestive structure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liver mass,Mass of digestive structure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liver palms,Erythema of skin,Erythematous condition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Local infection skinsubcut tissue NOS disorder,Skin irritation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Localizationrelated cryptogenic epilepsy,Seizure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Localizationrelated epilepsy,Seizure,Partial seizure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Localizationrelated idiopathic epilepsy,Seizure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Localizationrelated symptomatic epilepsy,Seizure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Localizationrelated symptomatic epilepsy with specific precipitant,Seizure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Localizationrelatedfocalpartialidiopathic epilepsy and epileptic syndromes with seizures of localized onset,Seizure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Localized vascularization of cornea,Vascularization of cornea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lofgrens syndrome,Mass of lymphoreticular structure,Mass of trunk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Long atonic seizure,Seizure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loss of appetite,Anorexia symptom finding,Appetite loss  anorexia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low level sensorimotor gait disorder,Abnormal gait,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low pressure headache,Headache finding,Post dural puncture headache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lower half migraine,Headache finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LuceyDriscoll syndrome,Newborn physiological jaundice disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lumbago with sciatica,Low back pain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lumbagosciatica due to displacement of lumbar intervertebral disc,Pain finding,Sciatica disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lumbar facet joint pain,Abdominal pain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lumbosacral plexus neuropathy,Lateral femoral cutaneous neuralgia,Obturator neuralgia,Ilioinguinal nerve neuralgia,Genitofemoral nerve neuralgia,Testicular neuralgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lupus erythematosusassociated urticarial vasculitis,Urticarial vasculitis disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lyells toxic epidermal necrolysis, subepidermal type",Erythema of skin,Erythematous condition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lymph cyst,Mass of lymphoreticular structure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lymphedema of lip,Edema of oral soft tissues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lymphedema of lower extremity,Edema of lower extremity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lymphedema of penis,Edema of penis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lymphocyst,Mass of lymphoreticular structure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lymphoepithelial cyst of mouth,Mass of digestive structure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lymphoid hyperplasia,Persistent light reaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macula cerulea,Macular eruption,Macule morphologic abnormality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maculae ceruleae,Macular eruption,Macule morphologic abnormality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macular cutaneous amyloidosis,Macule morphologic abnormality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macular syphilide,Macular eruption,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malarial fever,Intermittent fever,Malarial pigment deposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malignant vasovagal syndrome,Syncope symptom,Syncope and collapse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mass associated with atrioventricular valve leaflet in atrioventricular septal defect,Mass of cardiovascular structure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauriacs syndrome,Large liver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maxillary cyst,Mass of musculoskeletal structure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mechanical low back pain,Low back pain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Median palatal cyst,Mass of oral cavity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melanin pigmentation of eye,Melanin pigmentation of cornea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melanocytic nevus of ear,Mass of ear structure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melanosis disorder,Melasma gravidarum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melanosis morphologic abnormality,Melasma gravidarum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meningococcal infectious disease,Meningococcal rash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Menopausal and postmenopausal disorders,Menopausal problem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Menstrual epilepsy,Seizure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meralgia paresthetica disorder,Pain finding,Lateral femoral cutaneous neuralgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mesiobasal limbic epilepsy,Seizure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metabolic disease,Hypoproteinemia disorder,Polyuric state,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Micropsia due to organic disease,Visual distortions of shape ANDOR size,Micropsia disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Migraine aura without headache,Headache finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Migraine disorder,Headache finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Migraine variant with headache,Headache finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Migraine variants,Headache finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Migraine variants, not intractable",Headache finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Migraine with aura,Headache finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Migraine with ischemic complication,Headache finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Migraine with prolonged aura,Headache finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Migraine with typical aura,Headache finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Migraine without aura,Headache finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Migraine without aura, not refractory",Headache finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Migrainous vertigo,Subjective vertigo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mild dietary indigestion,Indigestion finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mild hyperemesis gravidarum,Hyperemesis gravidarum,Finding of vomiting,Vomiting symptom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mild hyperemesisdelivered,Finding of vomiting,Vomiting symptom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mild hyperemesisnot delivered,Finding of vomiting,Vomiting symptom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mixed flaccidspastic pseudobulbar dysphonia,Flaccid dysphonia,Spastic pseudobulbar dysphonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monoplegia disorder,Transient monoplegia,Monoparesis disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monoplegia of upper limb,Monoparesis  arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morning sickness & mild hyperemesis gravidarum,Morning sickness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motion sickness,Nausea finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motor apraxia,Other and unspecified symbolic dysfunctions,DOther symbolic dysfunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motor cortex epilepsy,Seizure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mouth: mucocele or discomfort or soft tissue diseases NOS,Discomfort in mouth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movement disorder,Myoclonic disorder,Grimaces,Painful legs and moving toes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movement partial seizure,Seizure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multiple joint pain,Joint pain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Muscle, ligament and fascia disorders",Spastic paraparesis,Musculoskeletal hypomobility,Musculoskeletal immobility,Cerebral paraparesis,Weakness of face muscles,Floppy muscles,Muscle tone atonic,Upper facial weakness,Quadriceps weakness,Calf muscle weakness,,,,,,,,,,,,,,,,,,,,,,,,
Muscular asthenopia,Visual discomfort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Muscular headache,Headache finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Muscular rheumatism,Pain finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Musculoskeletal and connective tissue disorder,Polyalgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Musculoskeletal disorder of the neck,Wry necktorticollis,Spasmodic torticollis disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Musicogenic seizure,Seizure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myalgia and myositis unspecified,Muscle pain,Muscle tension pain,Skeletal muscle tender finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myalgiamyositis  multiple,Muscle pain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myocardial ischemia,Angina,Ischemic chest pain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myoclonic absence epilepsy,Seizure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myoclonic astatic epilepsy,Seizure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myoclonic dystonia disorder,Myoclonic disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myoclonic encephalopathy,Seizure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myoclonic epilepsy  ragged red fibers,Seizure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myoclonic epilepsy of early childhood,Seizure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myoclonic seizure,Myoclonic disorder,Seizure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myoclonus associated with fever,Myoclonic disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myoclonus epilepsy AND ragged red fibers,Seizure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myoclonus of tensor tympani muscle,Myoclonic disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myoclonus: other or paramyoclonus multiplex,Myoclonic disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myotonia acquisita,Spasm finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myotonic disorder,Spasm finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myxedema disorder,Hard edema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myxedema heart disease,Hard edema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myxedematous form of cretinism,Hard edema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ménières disease,Secondary endolymphatic hydrops,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Narcolepsy disorder,Hypersomnia disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Narcotic withdrawal epilepsy,Seizure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nasal infection,Purulent nasal discharge,Purulent rhinitis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nasal septal hematoma,Mass of respiratory structure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nasal: obstruction or congestion & sinus or infection or sore nostril or cavity and sinus disease NOS,Congestion of nasal sinus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nasociliary neuralgia,Pain finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nasolabial cyst,Mass of digestive structure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Necrolytic migratory erythema,Erythema of skin,Erythematous condition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Necrotizing cutaneous vasculitis,Urticarial vasculitis disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neonatal annular erythema,Erythema of skin,Erythematous condition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neonatal calf diarrhea,Diarrhea symptom,Loose stool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neonatal cardiovascular disorder,Neonatal cyanosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neonatal chloridorrhea,Diarrhea symptom,Loose stool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neonatal cutis marmorata,Pale complexion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neonatal diarrhea,Diarrhea symptom,Loose stool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neonatal disorder disorder,Edema of newborn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neonatal gastrointestinal disorder,Vomiting in newborn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neonatal hypotonia,Decreased muscle tone,Poor muscle tone,Benign congenital hypotonia disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neonatal jaundice,Newborn physiological jaundice disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neonatal withdrawal symptoms from maternal use of drugs of addiction,Withdrawal sign or symptom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nerve root disorder,Painful legs and moving toes,Segmental peripheral neuralgia,Painful arms and moving fingers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nervous asthenopia,Visual discomfort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nervous diarrhea,Diarrhea symptom,Loose stool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nervus intermedius neuralgia,Pain finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neuralgia associated with AIDS,Neuropathic pain,Pain finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Neuralgia, neuritis and radiculitis unspecified",Neuropathic pain,Femoral neuralgia,Reminiscent neuralgia,Radicular pain,Sympathetically maintained pain,Obturator neuralgia,Segmental peripheral neuralgia,Neurogenic pain,Sympathetically independent pain,Unilateral shortlasting neuralgiform pain with conjunctival injection and tearing syndrome,Peripheral neurogenic pain,Peripheral neuropathic pain,,,,,,,,,,,,,,,,,,,,,,
"Neuralgia, neuritis or radiculitis NOS",Neuropathic pain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Neuralgia, neuritis or radiculitis NOS or policemans disease",Neuropathic pain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neuralgianeuritis  NOS or nerve root pain NEC,Neuropathic pain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neurallymediated syncope,Syncope symptom,Syncope and collapse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neurologic disorder of eye movements,Ophthalmoplegia disorder,Smooth pursuit movement deficiency,Deficiency of smooth pursuit movements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neurologic unpleasant taste,Bad taste in mouth,Unpleasant taste in mouth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neurologic voice disorder,Flaccid dysphonia,Spastic pseudobulbar dysphonia,Dysphonia of organic tremor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neurological pain disorder,Neurogenic pain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neuropathy disorder,Neuropathic pain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New onset angina,Angina,Ischemic chest pain,Pain finding,Other forms of angina pectoris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nipple infection,Purulent nipple discharge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nocturnal angina,Angina,Ischemic chest pain,Pain finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nocturnal epilepsy,Seizure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nocturnal sleeprelated eating disorder,Sleep automatism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nodular lymphoma of extranodal ANDOR solid organ site,Mass of lymphoreticular structure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NonAlzheimers progressive dysphasia,DOther speech disturbance NOS,DOther speech disturbance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nonbullous erythema multiforme,Erythema of skin,Erythematous condition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nonconvulsive simple partial status epilepticus,Seizure,Partial seizure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nonconvulsive status epilepticus,Seizure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nonconvulsive status epilepticus with three per second spike wave,Seizure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nonconvulsive status epilepticus without three per second spike wave,Seizure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nonepileptic myoclonus,Myoclonic disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nonfamilial hemiplegic migraine,Headache finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Noninfective diarrhea,Diarrhea symptom,Loose stool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Noninflammatory disorder of the female genital organs,Vulvovaginal dryness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Noninflammatory disorder of the vagina,Abnormal vaginal odor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nonmelanin pigmentation due to drug,Drug pigmentation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nonorganic insomnia,Insomnia disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nonorganic primary enuresis,DEnuresis NOS,Enuresis & bedwetting,DEnuresis,Enuresis D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nonorganic secondary enuresis,DEnuresis NOS,Enuresis & bedwetting,DEnuresis,Enuresis D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nonprogressive Kozhevnikow syndrome,Seizure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nonproliferative diabetic retinopathy disorder,OE  right eye preproliferative diabetic retinopathy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nonreassuring fetal status,Fetal distress  prelabor,Fetal distress  in labor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nonulcer dyspepsia disorder,Indigestion symptoms,Indigestion symptom NOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Normocomplementemic urticarial vasculitis,Urticarial vasculitis disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Normosomatic sialidosis,Myoclonic disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nothnagels syndrome,Cerebellar ataxia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Numb chin syndrome,Skin sensation disturbance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nutrition deficiency due to insufficient food,Starvation disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nutritional deficiency,Starvation disorder,Inanition disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nutritional marasmus,Emaciated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nystagmus disorder,Voluntary nystagmus,Irregular nystagmus,Uniocular nystagmus,Gaze paretic nystagmus,Nystagmus produced by neck rotation,Nystagmus enhanced when fixation removed,Nystagmus unchanged when fixation removed,Nystagmus inhibited when fixation removed,Nystagmus signs,Elliptical nystagmus,,,,,,,,,,,,,,,,,,,,,,,,
Obstetric spinal and epidural anesthesiainduced headache,Headache finding,Reaction to spinal or lumbar puncture disorder,Post dural puncture headache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obstipation disorder,Constipation disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obstructive hyperbilirubinemia,DJaundice not of newborn,DJaundice not of newborn NOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Occipital lobe epilepsy,Seizure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ocular vertigo,Subjective vertigo,Dizziness and giddiness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ocularmucous membrane syndrome,Erythema of skin,Erythematous condition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oculocraniosomatic syndrome,Ophthalmoplegia disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olfactory seizure disorder,Seizure,Partial seizure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oliguria following molar ANDOR ectopic pregnancy,Oliguria finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Omphalitis,Disorder of umbilicus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opercular epilepsy,Seizure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ophthalmic migraine,Headache finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ophthalmoplegia plus syndrome,Ophthalmoplegia disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ophthalmoplegic migraine,Headache finding,Ophthalmoplegia disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opsoclonusmyoclonus syndrome,Myoclonic disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Optic disc edema,Mass of eye structure,Swelling of structure of eye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Optic disc swelling,Mass of eye structure,Swelling of structure of eye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Optic papillitis,Mass of eye structure,Swelling of structure of eye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oral erythematous candidiasis,Erythema of skin,Erythematous condition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oralverbal dyspraxia,DOther speech disturbance NOS,DOther speech disturbance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orbitofrontal epilepsy,Seizure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Organic amnesia of language,Loss of memory,Memory loss symptom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Organic sleep disorder,Disturbance in sleep behavior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Osmotic diarrhea,Diarrhea symptom,Loose stool,Diarrhea due to ingestion of unabsorbable substances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Osteochondropathy,Bone pain finding,Malignant bone pain,Clavicle pain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other abnormal granulation tissue NOS,Abnormal granulation tissue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other and unspecified diseases of oral soft tissue,Paralysis of palate,Painful mouth,Edema of oral soft tissues,Discomfort in mouth,Mouth symptoms,Sore lip finding,Edema of uvula,Mass of oral cavity,Pain of oral cavity structure,Tenderness of oral cavity structure,Edema of oral vestibule,Sore mouth finding,,,,,,,,,,,,,,,,,,,,,,
Other and unspecified disorders of lactation,Breastfeeding painful,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other and unspecified extrapyramidal diseases and abnormal movement disorders disorder,Athetoid movement,Paroxysmal dystonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other appendix diseases NOS,Appendiceal colic,Appendicular colic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other conjunctival disorders,Mucus conjunctival discharge,Mucopurulent conjunctival discharge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other diseases of appendix NOS,Appendiceal colic,Appendicular colic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other disorder of coccyx RETIRED,Pain in the coccyx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other disorder of lactation NOS,Breastfeeding painful,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other disorder of lactation unspecified,Breastfeeding painful,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other disorder of plasma protein metabolism,Hypoproteinemia disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other disorders of ear,Ear pressure sensation,Sensation of pressure in ear,Sensation of blocked ears,Mass of ear structure,Swelling of ear structure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other disorders of plasma protein metabolism NOS,Hypoproteinemia disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other disorders of sclera,Scleral discoloration,Sclerotomal pain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Other disorders of the synovium, tendon and bursa",Tendon sheath effusion,Nodule on tendon,Thickening of tendon sheath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other ear disorders,Ear pressure sensation,Sensation of pressure in ear,Sensation of blocked ears,Mass of ear structure,Swelling of ear structure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other erythematous conditions NOS,Erythema of skin,Erythematous condition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other erythematous conditions NOS or granuloma annulare,Erythema of skin,Erythematous condition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other exfoliative erythema,Erythema of skin,Erythematous condition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other extrapyramidal disease and abnormal movement disorders disorder,Athetoid movement,Paroxysmal dystonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other eyelid disorder NOS,Rosenbachs sign,Swelling of eyelid finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other eyelid disorders,Rosenbachs sign,Swelling of eyelid finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
