disease,symptom,Number of diseases,values
Aquagenic pruritus,Itch of skin,26.0,1
Aquagenic pruritus,Other specified pruritic conditions (disorder),6.0,1
Pigmented peribuccal erythrosis of Brocq,Erythema of skin,89.0,1
Pigmented peribuccal erythrosis of Brocq,Erythematous condition,89.0,1
Idiopathic livedo reticularis,Pale complexion,8.0,1
Idiopathic livedo reticularis with winter ulceration,Pale complexion,8.0,1
Idiopathic livedo reticularis with summer ulceration,Pale complexion,8.0,1
Erythema papulatum,Erythema of skin,89.0,1
Erythema papulatum,Erythematous condition,89.0,1
Erythema tuberculatum,Erythema of skin,89.0,1
Erythema tuberculatum,Erythematous condition,89.0,1
Erythema urticatum,Erythema of skin,89.0,1
Erythema urticatum,Erythematous condition,89.0,1
Erythema vesiculosum,Erythema of skin,89.0,1
Erythema vesiculosum,Erythematous condition,89.0,1
Other exfoliative erythema,Erythema of skin,89.0,1
Other exfoliative erythema,Erythematous condition,89.0,1
Other erythematous conditions NOS,Erythema of skin,89.0,1
Other erythematous conditions NOS,Erythematous condition,89.0,1
Toxic urticated erythema,Erythema of skin,89.0,1
Toxic urticated erythema,Erythematous condition,89.0,1
Non-bullous erythema multiforme,Erythema of skin,89.0,1
Non-bullous erythema multiforme,Erythematous condition,89.0,1
Erythema multiforme of pregnancy,Erythema of skin,89.0,1
Erythema multiforme of pregnancy,Erythematous condition,89.0,1
Collagen and elastic tissue disorders affecting skin,"Extensive congenital erosions, vesicles and reticulate scarring",3.0,1
Lipogranulomatosis subcutanea of Rothmann and Makai,Erythema of skin,89.0,1
Lipogranulomatosis subcutanea of Rothmann and Makai,Erythematous condition,89.0,1
Skin disorder of umbilicus,Disorder of umbilicus,12.0,1
Disorder of scalp,Scalp itchy,2.0,1
Vulvodynia (disorder),Pain (finding),136.0,1
Vulvodynia (disorder),Burning sensation of vulva,1.0,1
Vulvodynia (disorder),Vulvovaginal pain,1.0,1
Vulvodynia (disorder),Chronic vaginal pain,2.0,1
Psoriasiform drug eruption,Psoriasiform rash,1.0,1
Drug-induced erythroderma,Erythema of skin,89.0,1
Drug-induced erythroderma,Erythematous condition,89.0,1
Drug-induced pigmentation,Drug pigmentation,7.0,1
Kohlschutter's syndrome,Seizure,169.0,1
Dermatopathia pigmentosa reticularis (disorder),Pale complexion,8.0,1
Prurigo of pregnancy,Pruritus of skin,26.0,1
Prurigo of pregnancy,Itching of skin,26.0,1
Prurigo of pregnancy,Itch of skin,26.0,1
Post-thoracotomy pain syndrome,Chest wall pain (finding),1.0,1
Post-thoracotomy pain syndrome,Postoperative pain,1.0,1
Tissue expander disorder,Pain from tissue expander,2.0,1
"Joint disorder NOS, of ankle and foot",Subtalar joint laxity,1.0,1
"Joint disorder NOS, of ankle and foot",Subtalar joint stiff,1.0,1
"Joint derangement NOS, of the ankle and foot",Foot joint laxity,1.0,1
Villonodular synovitis of distal interphalangeal joint of finger,Lump on finger,4.0,1
Villonodular synovitis of proximal interphalangeal joint of finger,Lump on finger,4.0,1
Villonodular synovitis of metacarpophalangeal joint,Lump on finger,4.0,1
Snapping thumb syndrome,[D]Clicking thumb (context-dependent category),1.0,1
Snapping thumb syndrome,[D]Clicking thumb (situation),1.0,1
Fibrositis and nodular fasciitis,Pain (finding),136.0,1
Infective myositis-foot,Cramp in foot,2.0,1
Viral myalgia,Pain (finding),136.0,1
Grunting baby,Grunting respiration (finding),1.0,1
Submammary intertrigo,Erythema of skin,89.0,1
Submammary intertrigo,Erythematous condition,89.0,1
Exhaustion - physiological,Exhaustion,2.0,1
Versive seizure,Seizure,169.0,1
Olfactory seizure (disorder),Seizure,169.0,1
Olfactory seizure (disorder),Partial seizure,22.0,1
Epileptic vertigo,Seizure,169.0,1
Epileptic vertigo,Subjective vertigo,12.0,1
Epileptic vertigo,Vertigo associated with seizures,1.0,1
Dysmnesic seizure,Seizure,169.0,1
Incomitant heterophoria,Incomitant esophoria (disorder),2.0,1
Staring (finding),Postbasic stare,1.0,1
Mechanical low back pain,Low back pain,4.0,1
Facet joint pain,Joint pain,2.0,1
Facet joint pain,(Other back symptoms) or (facet joint syndrome),1.0,1
Neurological pain disorder,Neurogenic pain,2.0,1
Perineal neuralgia,Pain (finding),136.0,1
Iliohypogastric nerve neuralgia,Pain (finding),136.0,1
Painful spasm of anus,Rectal pain (finding),1.0,1
Painful spasm of anus,Anal pain (finding),2.0,1
Diogenes syndrome,Self-neglect,1.0,1
Liver palms,Erythema of skin,89.0,1
Liver palms,Erythematous condition,89.0,1
Rheumatic torticollis,Wry neck/torticollis,5.0,1
Stiff metacarpophalangeal joint NEC,Joint stiffness,1.0,1
Low level sensorimotor gait disorder,Abnormal gait,2.0,1
High level sensorimotor gait disorder,Abnormal gait,2.0,1
High level sensorimotor gait disorder,Staggering gait (finding),1.0,1
Myoclonic encephalopathy,Seizure,169.0,1
Visual reflex epilepsy,Seizure,169.0,1
Neuropathy (disorder),Neuropathic pain,16.0,1
Hepatic granulomas in berylliosis,Mass of digestive structure,22.0,1
Erythema marginatum in acute rheumatic fever,Erythema of skin,89.0,1
Erythema marginatum in acute rheumatic fever,Erythematous condition,89.0,1
"Sensorineural hearing loss, bilateral",Bilateral central hearing loss,2.0,1
Lumbago with sciatica,Low back pain,4.0,1
Neonatal withdrawal symptoms from maternal use of drugs of addiction,Withdrawal sign or symptom,2.0,1
Withdrawal symptoms from therapeutic use of drugs in newborn,Withdrawal sign or symptom,2.0,1
Impairment of voice production,[D]Other speech disturbance NOS,13.0,1
Impairment of voice production,[D]Other speech disturbance,13.0,1
Impairment of speech form,[D]Other speech disturbance NOS,13.0,1
Impairment of speech form,[D]Other speech disturbance,13.0,1
Disorder of fluency,Acquired stammering,1.0,1
Dysfluency,[D]Other speech disturbance NOS,13.0,1
Dysfluency,[D]Other speech disturbance,13.0,1
Hyperkinetic aphonia,Loss of voice,5.0,1
Hypofunctional aphonia,Loss of voice,5.0,1
Hyperfunctional aphonia,Loss of voice,5.0,1
Language-related cognitive disorder,[X]Other and unspecified symbolic dysfunctions,6.0,1
Language-related cognitive disorder,[D]Other symbolic dysfunction,6.0,1
Deep dysgraphia,Coordination problem,12.0,1
Phonological dysgraphia,Coordination problem,12.0,1
Surface dysgraphia,Coordination problem,12.0,1
Oral-verbal dyspraxia,[D]Other speech disturbance NOS,13.0,1
Oral-verbal dyspraxia,[D]Other speech disturbance,13.0,1
Acquired choreiform dyspraxia,Coordination problem,12.0,1
Dyspraxia of velopharynx,[D]Other speech disturbance NOS,13.0,1
Dyspraxia of velopharynx,[D]Other speech disturbance,13.0,1
Velar dyspraxia,Coordination problem,12.0,1
Restricted sound system,[D]Other speech disturbance NOS,13.0,1
Restricted sound system,[D]Other speech disturbance,13.0,1
Velopharyngeal mislearning,[D]Other speech disturbance NOS,13.0,1
Velopharyngeal mislearning,[D]Other speech disturbance,13.0,1
Benedikt's syndrome,Hemiplegia (disorder),11.0,1
Snuffles in newborn,Snuffles (& neonatal snuffles),1.0,1
Perinatal neurological disorder,Other newborn abnormal cerebral signs,1.0,1
Fifth day fits,Seizure,169.0,1
Disorder involving the integument of fetus OR newborn,Harlequin change,3.0,1
Central positional nystagmus,Subjective vertigo,12.0,1
Central positional vertigo,Subjective vertigo,12.0,1
Neonatal annular erythema,Erythema of skin,89.0,1
Neonatal annular erythema,Erythematous condition,89.0,1
"Hyperhidrosis, premature cavities and premolar aplasia",Excessive sweating,1.0,1
Chronic low back pain,Low back pain,4.0,1
Cervicogenic headache,Headache (finding),59.0,1
Internal mammary artery syndrome,Chest pain,4.0,1
Internal mammary artery syndrome,Persistent pain following procedure,1.0,1
Complex regional pain syndrome,Pain (finding),136.0,1
Nervus intermedius neuralgia,Pain (finding),136.0,1
Piriformis syndrome (disorder),Pain (finding),136.0,1
Piriformis syndrome (disorder),Sciatica (disorder),7.0,1
Lumbar facet joint pain,Abdominal pain,4.0,1
Disorder of soft tissue of body cavity,Blepharospasm (disorder),7.0,1
Disorder of soft tissue of body cavity,Pruritus of vagina,2.0,1
Disorder of soft tissue of body cavity,Spasmodic torticollis (disorder),4.0,1
Disorder of soft tissue of trunk,Pruritus of penis,3.0,1
Disorder of soft tissue of trunk,Burning scrotum,4.0,1
Disorder of soft tissue of trunk,Scrotal pruritus,3.0,1
Drug-induced melasma,Drug pigmentation,7.0,1
Localization-related idiopathic epilepsy,Seizure,169.0,1
Localization-related symptomatic epilepsy,Seizure,169.0,1
Localization-related symptomatic epilepsy with specific precipitant,Seizure,169.0,1
Localization-related cryptogenic epilepsy,Seizure,169.0,1
Cryptogenic generalized epilepsy,Seizure,169.0,1
Epilepsy undetermined whether focal or generalized,Seizure,169.0,1
Physiological hyperbilirubinemia,Newborn physiological jaundice (disorder),8.0,1
Prototheca diarrhea,Diarrhea symptom,39.0,1
Prototheca diarrhea,Loose stool,39.0,1
Toddler diarrhea,Diarrhea symptom,39.0,1
Toddler diarrhea,Loose stool,39.0,1
Protracted diarrhea,Diarrhea symptom,39.0,1
Protracted diarrhea,Loose stool,39.0,1
Perineal hematoma,Perineal lump (finding),6.0,1
Neonatal chloridorrhea,Diarrhea symptom,39.0,1
Neonatal chloridorrhea,Loose stool,39.0,1
Perinatal hemoptysis,Blood streaked sputum,2.0,1
Chromatopsia,Chromatic aberration of vision,2.0,1
Corneal edema due to wearing of contact lenses,Contact lens related red eye,1.0,1
Localization-related(focal)(partial)idiopathic epilepsy and epileptic syndromes with seizures of localized onset,Seizure,169.0,1
Obstetric spinal and epidural anesthesia-induced headache,Headache (finding),59.0,1
Obstetric spinal and epidural anesthesia-induced headache,Reaction to spinal or lumbar puncture (disorder),3.0,1
Obstetric spinal and epidural anesthesia-induced headache,Post dural puncture headache,3.0,1
C/O - postviral syndrome,[D]Other general symptoms NOS,3.0,1
C/O - postviral syndrome,[D]Other general symptoms,3.0,1
C/O - postviral syndrome,Nervous system symptoms,1.0,1
C/O - postviral syndrome,Neurological symptom,1.0,1
[X]Other specified disorders of urinary system,Mass of urinary system structure,3.0,1
Other specified diseases of urinary system,Mass of urinary system structure,3.0,1
[X]Other specified disorders of urinary system,Swelling of urological structure,1.0,1
Other specified diseases of urinary system,Swelling of urological structure,1.0,1
[X]Other specified conditions of the integument specific to fetus and newborn,Traumatic neonatal facial cyanosis,3.0,1
Disorder of inner ear,Multisensory dizziness,2.0,1
Disorder of inner ear,Tinnitus of vascular origin,1.0,1
Disorder of inner ear,Leudet's tinnitus,2.0,1
(Hemiplegia) or (hemiparesis),Hemiplegia (disorder),11.0,1
Erythema simplex,Erythema of skin,89.0,1
Erythema simplex,Erythematous condition,89.0,1
Clumsy child,Coordination problem,12.0,1
Phosphene,Other specified visual disturbance NOS,3.0,1
Accommodation phosphene,Other specified visual disturbance NOS,3.0,1
Phosphene,Other specified visual disturbance,3.0,1
Accommodation phosphene,Other specified visual disturbance,3.0,1
Phosphene,Subjective visual disturbance,7.0,1
Accommodation phosphene,Subjective visual disturbance,7.0,1
Primary fibromyalgia syndrome,Pain (finding),136.0,1
Acute confusional migraine,Headache (finding),59.0,1
Chronic mixed headache syndrome,Headache (finding),59.0,1
Hindbrain hernia headache,Headache (finding),59.0,1
"Unilateral sensory loss of face and trunk, opposite sides",Skin sensation disturbance,6.0,1
"Unilateral sensory loss of face and trunk, opposite sides",Absence of sensation (finding),2.0,1
Berger's paresthesia,Skin sensation disturbance,6.0,1
Pulmonary cyanosis,Cyanosis of skin,6.0,1
Benign exertional headache,Headache (finding),59.0,1
Analgesic overuse headache,Headache (finding),59.0,1
Cervical nerve root pain,Radicular pain,2.0,1
Cervical nerve root pain,Pain of head and neck region,3.0,1
Secondary erythromelalgia,Pain (finding),136.0,1
Secondary erythromelalgia,Erythema of skin,89.0,1
Secondary erythromelalgia,Erythematous condition,89.0,1
Solar pruritus of elbows,Pruritus of skin,26.0,1
Brachioradial summer pruritus,Pruritus of skin,26.0,1
Solar pruritus of elbows,Itching of skin,26.0,1
Brachioradial summer pruritus,Itching of skin,26.0,1
Solar pruritus of elbows,Itch of skin,26.0,1
Brachioradial summer pruritus,Itch of skin,26.0,1
Solar pruritus of elbows,Other specified pruritic conditions (disorder),6.0,1
Brachioradial summer pruritus,Other specified pruritic conditions (disorder),6.0,1
Sporotrichotic gumma,Gummatous inflammation (morphologic abnormality),8.0,1
Macular cutaneous amyloidosis,Macule (morphologic abnormality),5.0,1
Salaam spasm,Spasm (finding),10.0,1
Salaam spasm,Motor dysfunction,4.0,1
Hemiplegia-hemiconvulsion-epilepsy syndrome,Seizure,169.0,1
Asteatotic eczema,Pruritus of skin,26.0,1
Winter itch,Pruritus of skin,26.0,1
Dry skin dermatitis,Pruritus of skin,26.0,1
Asteatotic eczema,Itching of skin,26.0,1
Winter itch,Itching of skin,26.0,1
Dry skin dermatitis,Itching of skin,26.0,1
Asteatotic eczema,Itch of skin,26.0,1
Winter itch,Itch of skin,26.0,1
Dry skin dermatitis,Itch of skin,26.0,1
Asteatotic eczema,Other specified pruritic conditions (disorder),6.0,1
Winter itch,Other specified pruritic conditions (disorder),6.0,1
Dry skin dermatitis,Other specified pruritic conditions (disorder),6.0,1
Pigment alteration,Schistosomal pigment deposition,4.0,1
Disorder of pigmentation,Schistosomal pigment deposition,4.0,1
Pigment alteration,Drug pigmentation,7.0,1
Disorder of pigmentation,Drug pigmentation,7.0,1
Pigment alteration,Cullen's sign,1.0,1
Disorder of pigmentation,Cullen's sign,1.0,1
Pigment alteration,Blood pigmentation of cornea,2.0,1
Disorder of pigmentation,Blood pigmentation of cornea,2.0,1
Pigment alteration,Malarial pigment deposition,5.0,1
Disorder of pigmentation,Malarial pigment deposition,5.0,1
Posteruptive color change of tooth,Extrinsic staining of teeth associated with inadequate oral hygiene,2.0,1
Posteruptive teeth staining,Extrinsic staining of teeth associated with inadequate oral hygiene,2.0,1
Posteruptive color change of tooth,Extrinsic staining of teeth associated with oral habits,2.0,1
Posteruptive teeth staining,Extrinsic staining of teeth associated with oral habits,2.0,1
Partial epilepsy with impairment of consciousness,Seizure,169.0,1
Myotonic disorder,Spasm (finding),10.0,1
Disorder of oropharynx,Palatal myoclonus,5.0,1
Lumbosacral plexus neuropathy,Lateral femoral cutaneous neuralgia,4.0,1
Lumbosacral plexus neuropathy,Obturator neuralgia,4.0,1
Lumbosacral plexus neuropathy,Ilioinguinal nerve neuralgia,7.0,1
Lumbosacral plexus neuropathy,Genitofemoral nerve neuralgia,6.0,1
Lumbosacral plexus neuropathy,Testicular neuralgia,3.0,1
Acute and subacute bacterial endocarditis,Osler's node,3.0,1
Pruritus estivalis,Pruritus of skin,26.0,1
Pruritus estivalis,Itching of skin,26.0,1
Pruritus estivalis,Itch of skin,26.0,1
Pruritus estivalis,Other specified pruritic conditions (disorder),6.0,1
Nasal infection,Purulent nasal discharge,8.0,1
Nasal infection,Purulent rhinitis,8.0,1
Blind or low vision - one eye only,Unqualified visual loss of one eye,1.0,1
Blind or low vision - one eye only,"Visual loss, one eye, unqualified",1.0,1
Candidiasis of finger web,Erythema of skin,89.0,1
Candidiasis of finger web,Erythematous condition,89.0,1
Delayed visual maturation,Other specified visual disturbance NOS,3.0,1
Delayed visual maturation,Other specified visual disturbance,3.0,1
Dysmenorrhea - non-psychogenic,Pain (finding),136.0,1
Myalgia/myositis - multiple,Muscle pain,2.0,1
Blind or low vision - both eyes,Unqualified visual loss of both eyes,1.0,1
Blind or low vision - both eyes,"Visual loss, both eyes unqualified",1.0,1
Blind or low vision - both eyes,Impairment level: low vision of both eyes,5.0,1
Blind or low vision - both eyes,"Low vision, both eyes",5.0,1
Pregnancy and infectious disease,Symptomatic disorders in pregnancy,3.0,1
Umbilical cord complication,Disorder of umbilicus,12.0,1
Umbilical cord problem,Disorder of umbilicus,12.0,1
Pain of uterus (finding),Abdominal pain,4.0,1
Pain of uterus (finding),Pain in female genitalia,2.0,1
Drug-induced erythema nodosum,Erythema of skin,89.0,1
Drug-induced erythema nodosum,Erythematous condition,89.0,1
Drug-induced toxic erythema,Erythema of skin,89.0,1
Drug-induced toxic erythema,Erythematous condition,89.0,1
Drug-induced erythema multiforme,Erythema of skin,89.0,1
Drug-induced erythema multiforme,Erythematous condition,89.0,1
Perineal wart,Perineal lump (finding),6.0,1
Cervical facet joint pain,Pain of head and neck region,3.0,1
Thoracic facet joint pain,Chest pain,4.0,1
Thoracic facet joint pain,Pain in thoracic spine,1.0,1
Horizontal doll's head reflex absent,Abnormal reflex,3.0,1
Intertrigo of abdominal skin fold,Erythema of skin,89.0,1
Intertrigo of abdominal skin fold,Erythematous condition,89.0,1
Anterior mediastinum mass,"[D]Swelling, mass or lump of chest NOS",1.0,1
Anterior mediastinum mass,"[D]Swelling, mass and lump of chest",1.0,1
Antibiotic-associated diarrhea,Diarrhea symptom,39.0,1
Antibiotic-associated diarrhea,Loose stool,39.0,1
Erythema at injection site,Erythema of skin,89.0,1
Erythema at injection site,Erythematous condition,89.0,1
Infection of penis,Penile warts,4.0,1
Cyst of embryonic remnant - female,Mass of female genital structure,7.0,1
Acute sciatica,Pain (finding),136.0,1
Acute sciatica,Sciatica (disorder),7.0,1
Chronic sciatica,Pain (finding),136.0,1
Chronic sciatica,Sciatica (disorder),7.0,1
Peripheral vestibular nystagmus,Benign paroxysmal positional vertigo nystagmus,3.0,1
Central vestibular nystagmus,Bruns nystagmus,3.0,1
Vertical myoclonus,Myoclonic disorder,29.0,1
Alcohol-induced epilepsy,Seizure,169.0,1
Alcohol withdrawal-induced convulsion,Seizure,169.0,1
Alcohol-related fit,Seizure,169.0,1
Acquired hyperbilirubinemia (disorder),[D]Jaundice (not of newborn),5.0,1
Acquired hyperbilirubinemia (disorder),[D]Jaundice (not of newborn) NOS,5.0,1
Atypical absence seizure,Seizure,169.0,1
Drug exanthem,Erythema of skin,89.0,1
Drug exanthem,Erythematous condition,89.0,1
Nodular lymphoma of extranodal AND/OR solid organ site,Mass of lymphoreticular structure,5.0,1
Transient neonatal hyperbilirubinemia,Newborn physiological jaundice (disorder),8.0,1
Intestinal disaccharidase deficiency,Sucrose intolerance,1.0,1
Disaccharidase deficiency,Sucrose intolerance,1.0,1
Dyssomnia,Disturbance in sleep behavior,4.0,1
Dyssomnia,Hypersomnia (disorder),7.0,1
Dyssomnia,Insomnia (disorder),7.0,1
Dyssomnia,[D]Sleep disturbances (& [hypersomnia] or [insomnia]),1.0,1
Sick headache,Headache (finding),59.0,1
Adrenogenital disorder,Virilization (finding),5.0,1
Dermatitis vegetans,Abnormal granulation tissue,3.0,1
Palsy of conjugate gaze,Spasm of conjugate gaze,3.0,1
Cap polyp,Mass of digestive structure,22.0,1
Cyst of tendon sheath,Mass of musculoskeletal structure,10.0,1
Infective pharyngitis (disorder),Pain in throat,4.0,1
Infective pharyngitis (disorder),Sore throat symptom,4.0,1
Cyst of iris and/or ciliary body,Mass of eye structure,7.0,1
Cyst of iris and/or ciliary body,Swelling of structure of eye,7.0,1
Acute diarrhea,Diarrhea symptom,39.0,1
Acute diarrhea,Loose stool,39.0,1
Atypical angina,Angina,23.0,1
Atypical angina,Ischemic chest pain,23.0,1
Atypical angina,Pain (finding),136.0,1
Atypical angina,[X]Other forms of angina pectoris,14.0,1
Refractory angina,Angina,23.0,1
Refractory angina,Ischemic chest pain,23.0,1
Refractory angina,Pain (finding),136.0,1
Refractory angina,[X]Other forms of angina pectoris,14.0,1
Focal dystonia,Blepharospasm (disorder),7.0,1
Focal dystonia,Spastic dysphonia,4.0,1
Eclamptic seizure,Seizure,169.0,1
Migraine variant with headache,Headache (finding),59.0,1
Reflex sympathetic dystrophy of lower extremity,Pain (finding),136.0,1
Acute respiratory distress,Respiratory distress (finding),3.0,1
Vertebrogenic pain syndrome,Dorsalgia,3.0,1
Vertebrogenic pain syndrome,(Backache NOS) or (back pain [& low]),2.0,1
Carotid territory transient ischemic attack,Amaurosis fugax,4.0,1
Benign myoclonic epilepsy in infancy,Seizure,169.0,1
Severe myoclonic epilepsy in infancy,Seizure,169.0,1
Cough headache syndrome,Headache (finding),59.0,1
Recurrent hypersomnia,Hypersomnia (disorder),7.0,1
Cataplexy and narcolepsy,Hypersomnia (disorder),7.0,1
Juvenile neuronal ceroid lipofuscinosis,Myoclonic disorder,29.0,1
Posttraumatic osteoporosis,Pain (finding),136.0,1
Sleep-related neurogenic tachypnea,Tachypnea (finding),2.0,1
Nonconvulsive status epilepticus,Seizure,169.0,1
Simple partial status epilepticus,Seizure,169.0,1
Simple partial status epilepticus,Partial seizure,22.0,1
Anterior frontopolar epilepsy,Seizure,169.0,1
Orbitofrontal epilepsy,Seizure,169.0,1
Periodic limb movement disorder,Involuntary movement,5.0,1
Periodic limb movement disorder,Involuntary movement symptom,5.0,1
Progressive myoclonic epilepsy,Myoclonic disorder,29.0,1
Progressive myoclonic epilepsy,Seizure,169.0,1
Lafora disease,Myoclonic disorder,29.0,1
Lafora disease,Seizure,169.0,1
Unverricht-Lundborg syndrome,Myoclonic disorder,29.0,1
Unverricht-Lundborg syndrome,Seizure,169.0,1
Femoral neuropathy,Femoral neuralgia,3.0,1
Benign neonatal sleep myoclonus,Myoclonic disorder,29.0,1
Ballism,Involuntary movement,5.0,1
Ballism,Involuntary movement symptom,5.0,1
Environmental sleep disorder,Disturbance in sleep behavior,4.0,1
Sleep disorder,Disturbance in sleep behavior,4.0,1
Sleep disorder,Other sleep stage or arousal dysfunction,1.0,1
Sleep disorder,Sleep dysfunction with sleep stage disturbance,1.0,1
Sleep disorder,Sleep dysfunction with arousal disturbance,1.0,1
Neonatal gastrointestinal disorder,Vomiting in newborn,2.0,1
Afebrile seizure,Seizure,169.0,1
Hyperkeratosis (disorder),Subungual hyperkeratosis,3.0,1
Hyperkeratosis (morphologic abnormality),Subungual hyperkeratosis,3.0,1
Periorbital erythema,Erythema of skin,89.0,1
Periorbital erythema,Erythematous condition,89.0,1
Respiratory tract congestion,Congestion of nasal sinus,4.0,1
Refractory epilepsy,Seizure,169.0,1
Pseudocyst of ear,Mass of ear structure,8.0,1
Purple glove syndrome,Cyanosis of skin,6.0,1
Effusion of joint,Joint swelling,1.0,1
Effusion of joint,Joint effusion of other specified site,1.0,1
Effusion of joint,Painful swelling of joint,2.0,1
Diffuse pyelonephritis,Diffuse inflammation,11.0,1
Exfoliative erythema,Erythema of skin,89.0,1
Exfoliative erythema,Erythematous condition,89.0,1
Anterior ethmoidal nerve syndrome,Neuropathic pain,16.0,1
Anterior ethmoidal nerve syndrome,Pain (finding),136.0,1
Disorder of eye region,Periorbital edema,3.0,1
Disorder of eye region,Spasm of conjugate gaze,3.0,1
Disorder of eye region,Irregular nystagmus,2.0,1
Disorder of eye region,Gaze paretic nystagmus,2.0,1
Disorder of eye region,Postural nystagmus,2.0,1
Disorder of eye region,Spontaneous nystagmus,2.0,1
Disorder of eye region,Body positional nystagmus,2.0,1
Disorder of eye region,Nystagmus produced by neck rotation,3.0,1
Disorder of eye region,Nystagmus enhanced when fixation removed,3.0,1
Disorder of eye region,Nystagmus signs,2.0,1
Disorder of eye region,Elliptical nystagmus,3.0,1
Functional amblyopia,(Visual disturbances NOS) or (amblyopia) or (blurred vision),2.0,1
Visual perceptual weakness,Subjective visual disturbance,7.0,1
Visual perceptual weakness,Visual alteration,9.0,1
Scotopic sensitivity,Visual alteration,9.0,1
Chondrodermatitis nodularis (disorder),Mass of ear structure,8.0,1
Physiological cutis marmorata,Pale complexion,8.0,1
Neonatal cutis marmorata,Pale complexion,8.0,1
Normocomplementemic urticarial vasculitis,Urticarial vasculitis (disorder),7.0,1
Diabetic wet gangrene of the foot,[D]Widespread diabetic foot gangrene,1.0,1
Viral wart on lip,Mass of oral cavity,7.0,1
Erythema nodosum due to streptococcal infection,Erythema of skin,89.0,1
Erythema nodosum due to streptococcal infection,Erythematous condition,89.0,1
Erythema nodosum due to Yersinia enterocolitica,Erythema of skin,89.0,1
Erythema nodosum due to Yersinia enterocolitica,Erythematous condition,89.0,1
Erythema multiforme due to mycoplasma infection,Erythema of skin,89.0,1
Erythema multiforme due to mycoplasma infection,Erythematous condition,89.0,1
Familial actinic prurigo,Erythema of skin,89.0,1
Familial actinic prurigo,Erythematous condition,89.0,1
Familial actinic prurigo of lip,Erythema of skin,89.0,1
Familial actinic prurigo of lip,Erythematous condition,89.0,1
Papular form erythema multiforme,Erythema of skin,89.0,1
Papular form erythema multiforme,Erythematous condition,89.0,1
Vesicobullous form erythema multiforme,Erythema of skin,89.0,1
Vesicobullous form erythema multiforme,Erythematous condition,89.0,1
Erythema multiforme due to malignancy,Erythema of skin,89.0,1
Erythema multiforme due to malignancy,Erythematous condition,89.0,1
Clubbing of nails associated with systemic disorder,Clubbing (morphologic abnormality),2.0,1
Clubbing of nails associated with systemic disorder,Clubbing of nail (disorder),4.0,1
Acquired koilonychia,Koilonychia,5.0,1
Postmenopausal flushing,Face goes red,3.0,1
Stellate pseudoscar in senile purpura,Stellate pseudoscar,5.0,1
Penile sclerosing lipogranuloma,Perineal lump (finding),6.0,1
Penile sclerosing lipogranuloma,Mass of male genital structure,3.0,1
Lupus erythematosus-associated urticarial vasculitis,Urticarial vasculitis (disorder),7.0,1
Postmenopausal pruritus,Pruritus of skin,26.0,1
Postmenopausal pruritus,Itching of skin,26.0,1
Postmenopausal pruritus,Itch of skin,26.0,1
Postmenopausal pruritus,Other specified pruritic conditions (disorder),6.0,1
Pruritus due to systemic disorder,Pruritus of skin,26.0,1
Pruritus due to systemic disorder,Itching of skin,26.0,1
Pruritus due to systemic disorder,Itch of skin,26.0,1
Serum sickness due to drug,Immune complex urticaria,7.0,1
Drug-induced Stevens-Johnson syndrome,Erythema of skin,89.0,1
Drug-induced Stevens-Johnson syndrome,Erythematous condition,89.0,1
Drug-induced erythema,Erythema of skin,89.0,1
Drug-induced erythema,Erythematous condition,89.0,1
Drug-induced flushing,Face goes red,3.0,1
Erythroderma due to vancomycin,Erythema of skin,89.0,1
Erythroderma due to vancomycin,Erythematous condition,89.0,1
Non-melanin pigmentation due to drug,Drug pigmentation,7.0,1
Acral erythema due to cytotoxic therapy,Erythema of skin,89.0,1
Acral erythema due to cytotoxic therapy,Erythematous condition,89.0,1
Stellate pseudoscars due to corticosteroids,Stellate pseudoscar,5.0,1
Drug-induced mucositis,Rhinitis due to alpha-adrenergic blocking agent,2.0,1
PUVA-induced pruritus,Pruritus of skin,26.0,1
PUVA-induced pruritus,Itching of skin,26.0,1
PUVA-induced pruritus,Itch of skin,26.0,1
Eosinophilia-myalgia syndrome from tryptophan,Pain (finding),136.0,1
Erythroderma of unknown etiology,Erythema of skin,89.0,1
Erythroderma of unknown etiology,Erythematous condition,89.0,1
Lymphedema of lower extremity,Edema of lower extremity,1.0,1
Lymphedema of penis,Edema of penis,3.0,1
Hemodialysis-associated pruritus,Pruritus of skin,26.0,1
Hemodialysis-associated pruritus,Itching of skin,26.0,1
Hemodialysis-associated pruritus,Itch of skin,26.0,1
Scaling eczema,Erythema of skin,89.0,1
Scaling eczema,Erythematous condition,89.0,1
Senile asteatotic eczema,Pruritus of skin,26.0,1
Senile asteatotic eczema,Itching of skin,26.0,1
Senile asteatotic eczema,Itch of skin,26.0,1
Splenic hamartoma,Mass of lymphoreticular structure,5.0,1
Porphyria-induced scleroderma,Thickening of skin,3.0,1
Pangastritis,Diffuse inflammation,11.0,1
Exacerbation of backache,Dorsalgia,3.0,1
Crusting of pigmented skin lesion,Changes in skin texture,2.0,1
Post infarct angina,Angina,23.0,1
Post infarct angina,Ischemic chest pain,23.0,1
Post infarct angina,Pain (finding),136.0,1
Post infarct angina,[X]Other forms of angina pectoris,14.0,1
Exanthematous disorder,Erythema of skin,89.0,1
Exanthematous disorder,Erythematous condition,89.0,1
Endometriosis of uterosacral ligament,Pain (finding),136.0,1
